q1_name,df_id,df_name,is_oa
PROGRESS IN ORGANIC COATINGS,https://openalex.org/S41155759,Progress in Organic Coatings,False
Nanophotonics,https://openalex.org/S2737520951,Nanophotonics,True
Sensors and Actuators Reports,https://openalex.org/S4210203583,Sensors and Actuators Reports,True
Composites Communications,https://openalex.org/S2898189939,Composites Communications,False
EMBO REPORTS,https://openalex.org/S57252141,EMBO Reports,True
JOURNAL OF CATALYSIS,https://openalex.org/S1959426,Journal of Catalysis,False
FRONTIERS IN NEUROENDOCRINOLOGY,https://openalex.org/S178650970,Frontiers in Neuroendocrinology,False
DRUG DISCOVERY TODAY,https://openalex.org/S152068293,Drug Discovery Today,False
Advanced Sustainable Systems,https://openalex.org/S4210217307,Advanced Sustainable Systems,False
Biotechnology and Genetic Engineering Reviews,https://openalex.org/S59925033,Biotechnology and Genetic Engineering Reviews,False
HLA,https://openalex.org/S2925925584,HLA,False
Internet and Higher Education,https://openalex.org/S166850901,The Internet and Higher Education,False
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,https://openalex.org/S29984966,Journal of Personality and Social Psychology,False
JOURNAL OF UROLOGY,https://openalex.org/S30525748,The Journal of Urology,False
Translational Research,https://openalex.org/S122935314,Translational research,False
JOURNAL OF HEART AND LUNG TRANSPLANTATION,https://openalex.org/S42270594,The Journal of Heart and Lung Transplantation,False
POSTHARVEST BIOLOGY AND TECHNOLOGY,https://openalex.org/S70397842,Postharvest Biology and Technology,False
INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,https://openalex.org/S13389975,International Journal of Epidemiology,False
eLife,https://openalex.org/S1336409049,eLife,True
Science China-Physics Mechanics & Astronomy,https://openalex.org/S4210185936,Science China Physics Mechanics and Astronomy,False
Soft Robotics,https://openalex.org/S2764443376,Soft Robotics,False
INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,https://openalex.org/S118246204,International Communications in Heat and Mass Transfer,False
INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,https://openalex.org/S110533041,International Journal of Radiation Oncology*Biology*Physics,False
BRITISH JOURNAL OF CANCER,https://openalex.org/S62966998,British Journal of Cancer,False
Machine Intelligence Research,https://openalex.org/S4210224602,Machine Intelligence Research,False
Case Studies in Thermal Engineering,https://openalex.org/S2764363796,Case Studies in Thermal Engineering,True
Current Pollution Reports,https://openalex.org/S4210191720,Current Pollution Reports,False
npj Regenerative Medicine,https://openalex.org/S2736947229,npj Regenerative Medicine,True
Reviews in Fisheries Science & Aquaculture,https://openalex.org/S4210174131,Reviews in Fisheries Science & Aquaculture,False
Advances in Climate Change Research,https://openalex.org/S2764744304,Advances in Climate Change Research,True
International Review of Sport and Exercise Psychology,https://openalex.org/S115649667,International Review of Sport and Exercise Psychology,False
Agronomy for Sustainable Development,https://openalex.org/S17425584,Agronomy for Sustainable Development,False
Advanced Materials Technologies,https://openalex.org/S2765038284,Advanced Materials Technologies,False
MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,https://openalex.org/S155491289,Mutation Research/Reviews in Mutation Research,False
Carbon Resources Conversion,https://openalex.org/S2898119963,Carbon Resources Conversion,True
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,https://openalex.org/S96923654,Journal of Toxicology and Environmental Health Part B,False
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery,https://openalex.org/S2505707916,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,False
Wiley Interdisciplinary Reviews-RNA,https://openalex.org/S122939334,Wiley Interdisciplinary Reviews - RNA,False
Annual Review of Criminology,https://openalex.org/S4210217772,Annual Review of Criminology,False
Communication Methods and Measures,https://openalex.org/S193040567,Communication Methods and Measures,False
PROGRESS IN HUMAN GEOGRAPHY,https://openalex.org/S193412822,Progress in Human Geography,False
Journal of Animal Science and Biotechnology,https://openalex.org/S2764950793,Journal of Animal Science and Biotechnology/Journal of animal science and biotechnology,True
Burns & Trauma,https://openalex.org/S4210197389,Burns & Trauma,False
Borsa Istanbul Review,https://openalex.org/S2764882396,Borsa Istanbul Review,True
Information Technology & Tourism,https://openalex.org/S184463352,Information Technology & Tourism,False
JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,https://openalex.org/S122290859,Journal of Health and Social Behavior,False
ISA TRANSACTIONS,https://openalex.org/S89543202,ISA Transactions,False
Research in International Business and Finance,https://openalex.org/S8133038,Research in International Business and Finance,False
CALIFORNIA MANAGEMENT REVIEW,https://openalex.org/S172782825,California Management Review,False
JCI Insight,https://openalex.org/S2764964142,JCI Insight,True
Transport Policy,https://openalex.org/S186558940,Transport Policy,False
American Economic Journal-Macroeconomics,https://openalex.org/S170166683,American Economic Journal Macroeconomics,False
IEEE Transactions on Information Forensics and Security,https://openalex.org/S61310614,IEEE Transactions on Information Forensics and Security,False
GLOBAL ECOLOGY AND BIOGEOGRAPHY,https://openalex.org/S169694011,Global Ecology and Biogeography,False
Travel Medicine and Infectious Disease,https://openalex.org/S121550340,Travel Medicine and Infectious Disease,True
Methods in Ecology and Evolution,https://openalex.org/S1131227,Methods in Ecology and Evolution,True
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,https://openalex.org/S159637997,Transportation Research Part A Policy and Practice,False
Environmental Microbiome,https://openalex.org/S4210205086,Environmental Microbiome,True
International Journal of Stroke,https://openalex.org/S150089136,International Journal of Stroke,False
CLINICAL PHARMACOLOGY & THERAPEUTICS,https://openalex.org/S159852663,Clinical Pharmacology & Therapeutics,False
IEEE Open Journal of the Communications Society,https://openalex.org/S4210202420,IEEE Open Journal of the Communications Society,True
Friction,https://openalex.org/S2736340094,Friction,True
Innovative Food Science & Emerging Technologies,https://openalex.org/S130676932,Innovative Food Science & Emerging Technologies,False
NEOPLASIA,https://openalex.org/S20008548,Neoplasia,True
FOREIGN AFFAIRS,https://openalex.org/S7015929,Foreign Affairs,False
Journal of Environmental Informatics,https://openalex.org/S114355575,Journal of Environmental Informatics,False
Current Opinion in Psychology,https://openalex.org/S2764746430,Current Opinion in Psychology,False
POLYMER DEGRADATION AND STABILITY,https://openalex.org/S10124807,Polymer Degradation and Stability,False
COMPOSITE STRUCTURES,https://openalex.org/S52363224,Composite Structures,False
SOLAR ENERGY MATERIALS AND SOLAR CELLS,https://openalex.org/S166040772,Solar Energy Materials and Solar Cells,False
APPLIED SURFACE SCIENCE,https://openalex.org/S42323631,Applied Surface Science,False
npj Science of Food,https://openalex.org/S4210241007,npj Science of Food,True
Machine Learning-Science and Technology,https://openalex.org/S4210200687,Machine Learning Science and Technology,True
International Journal of Bank Marketing,https://openalex.org/S170810187,International Journal of Bank Marketing,False
Review of Communication Research,https://openalex.org/S4210238488,Review of Communication Research,True
Journal of Water Process Engineering,https://openalex.org/S2764434589,Journal of Water Process Engineering,False
Smart Agricultural Technology,https://openalex.org/S4210238883,Smart Agricultural Technology,True
Frontiers of Environmental Science & Engineering,https://openalex.org/S4210193712,Frontiers of Environmental Science & Engineering,False
CLINICAL AND EXPERIMENTAL ALLERGY,https://openalex.org/S17239246,Clinical & Experimental Allergy,False
Molecular Biomedicine,https://openalex.org/S4210227457,Molecular Biomedicine,True
Systematic Reviews,https://openalex.org/S82452678,Systematic Reviews,True
PEDIATRICS,https://openalex.org/S77494981,PEDIATRICS,False
Alexandria Engineering Journal,https://openalex.org/S2764413287,Alexandria Engineering Journal,True
SOCIO-ECONOMIC PLANNING SCIENCES,https://openalex.org/S153485742,Socio-Economic Planning Sciences,False
Future Generation Computer Systems-The International Journal of eScience,https://openalex.org/S186357190,Future Generation Computer Systems,False
PLANT JOURNAL,https://openalex.org/S67862205,The Plant Journal,False
GENOME RESEARCH,https://openalex.org/S43092948,Genome Research,False
Acta Neuropathologica Communications,https://openalex.org/S2764650462,Acta Neuropathologica Communications,True
DIABETES,https://openalex.org/S129060628,Diabetes,False
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,https://openalex.org/S184954342,IEEE Transactions on Automatic Control,False
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,https://openalex.org/S13733787,Ecotoxicology and Environmental Safety,True
Molecular Autism,https://openalex.org/S1216394,Molecular Autism,True
Circulation-Cardiovascular Quality and Outcomes,https://openalex.org/S52278559,Circulation Cardiovascular Quality and Outcomes,False
JOURNAL OF ORGANIZATIONAL BEHAVIOR,https://openalex.org/S160573970,Journal of Organizational Behavior,False
Current Research in Food Science,https://openalex.org/S4210236938,Current Research in Food Science,True
Journal of Materials Research and Technology-JMR&T,https://openalex.org/S2765010971,Journal of Materials Research and Technology,True
Progress of Theoretical and Experimental Physics,https://openalex.org/S4210202364,Progress of Theoretical and Experimental Physics,True
Developments in the Built Environment,https://openalex.org/S4210169634,Developments in the Built Environment,True
Journal of Intellectual Capital,https://openalex.org/S191556934,Journal of Intellectual Capital,False
International Entrepreneurship and Management Journal,https://openalex.org/S36547454,International Entrepreneurship and Management Journal,False
Digital Discovery,https://openalex.org/S4210202120,Digital Discovery,True
ALLERGOLOGY INTERNATIONAL,https://openalex.org/S116585092,Allergology International,True
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,https://openalex.org/S105347553,Seminars in Cell and Developmental Biology,False
CELLULAR AND MOLECULAR LIFE SCIENCES,https://openalex.org/S60362788,Cellular and Molecular Life Sciences,True
Carbohydrate Polymer Technologies and Applications,https://openalex.org/S4210218043,Carbohydrate Polymer Technologies and Applications,True
ChemBioEng Reviews,https://openalex.org/S4210181929,ChemBioEng Reviews,False
ImmunoTargets and Therapy,https://openalex.org/S4210174637,ImmunoTargets and Therapy,True
Advanced Energy and Sustainability Research,https://openalex.org/S4210231858,Advanced Energy and Sustainability Research,True
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,https://openalex.org/S55210418,Critical Reviews in Biochemistry and Molecular Biology,False
JOURNAL OF COMMUNICATION,https://openalex.org/S107737141,Journal of Communication,False
JAMA Otolaryngology-Head & Neck Surgery,https://openalex.org/S4210189130,JAMA Otolaryngology–Head & Neck Surgery,False
Animal Nutrition,https://openalex.org/S2764806997,Animal nutrition,True
PUBLIC ADMINISTRATION REVIEW,https://openalex.org/S76877748,Public Administration Review,False
ULTRASOUND IN OBSTETRICS & GYNECOLOGY,https://openalex.org/S22881060,Ultrasound in Obstetrics and Gynecology,False
Journal of Pharmaceutical Analysis,https://openalex.org/S2765050281,Journal of Pharmaceutical Analysis,True
AGRICULTURAL SYSTEMS,https://openalex.org/S157560195,Agricultural Systems,False
Inorganic Chemistry Frontiers,https://openalex.org/S2764402489,Inorganic Chemistry Frontiers,False
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,https://openalex.org/S32271328,Journal of Environmental Psychology,False
Systematic Biology,https://openalex.org/S65478581,Systematic Biology,False
PLANT PHYSIOLOGY AND BIOCHEMISTRY,https://openalex.org/S115455909,Plant Physiology and Biochemistry,False
JOURNAL OF CLINICAL MICROBIOLOGY,https://openalex.org/S53087977,Journal of Clinical Microbiology,False
PLANT CELL AND ENVIRONMENT,https://openalex.org/S170036492,Plant Cell & Environment,False
Tribology International,https://openalex.org/S24284137,Tribology International,False
Journal of Financial Stability,https://openalex.org/S121634618,Journal of Financial Stability,False
DIABETES RESEARCH AND CLINICAL PRACTICE,https://openalex.org/S171311646,Diabetes Research and Clinical Practice,False
MOLECULAR & CELLULAR PROTEOMICS,https://openalex.org/S104550190,Molecular & Cellular Proteomics,True
Circulation-Cardiovascular Interventions,https://openalex.org/S177226689,Circulation Cardiovascular Interventions,False
Weather and Climate Extremes,https://openalex.org/S2764450071,Weather and Climate Extremes,True
IEEE-ASME TRANSACTIONS ON MECHATRONICS,https://openalex.org/S13961689,IEEE/ASME Transactions on Mechatronics,False
Journal of Translational Medicine,https://openalex.org/S142026636,Journal of Translational Medicine,True
SOIL & TILLAGE RESEARCH,https://openalex.org/S1666925,Soil and Tillage Research,False
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,https://openalex.org/S10936095,IEEE Transactions on Vehicular Technology,False
Current Opinion in Toxicology,https://openalex.org/S2898549711,Current Opinion in Toxicology,False
Ecosystem Services,https://openalex.org/S2764388848,Ecosystem Services,False
BREAST CANCER RESEARCH,https://openalex.org/S42140187,Breast Cancer Research,True
APPLIED THERMAL ENGINEERING,https://openalex.org/S129676613,Applied Thermal Engineering,False
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,https://openalex.org/S63781308,Best Practice & Research Clinical Endocrinology & Metabolism,False
