rank,journal_name,issn,eissn,url,source
1502,International Journal of Minerals Metallurgy and Materials,1674-4799,1869-103X,https://www.springer.com/12613,GoingPub-EISSN
1502,Rice Science,1672-6308,1876-4762,https://www.journals.elsevier.com/rice-science,GoingPub-EISSN
1502,INTERNATIONAL JOURNAL OF COAL GEOLOGY,0166-5162,1872-7840,http://www.elsevier.com/wps/find/journaldescription.cws_home/503337/description#description,GoingPub-EISSN
1502,Superconductivity,,2772-8307,https://www.sciencedirect.com/journal/superconductivity,DOAJ-EISSN
1502,Cancer Biology & Medicine,2095-3941,2095-3941,http://www.cancerbiomed.org/index.php/cocr,GoingPub-ISSN
1502,Food Structure-Netherlands,2213-3291,2213-3291,https://www.journals.elsevier.com/food-structure,GoingPub-ISSN
1502,PROGRESS IN CARDIOVASCULAR DISEASES,0033-0620,1873-1740,http://www.onlinepcd.com/,GoingPub-EISSN
1502,Radiology-Imaging Cancer,2638-616X,2638-616X,https://pubs.rsna.org/journal/imaging-cancer,Journal.csv-ISSN
1502,Tungsten,2661-8028,2661-8036,https://tungstenofficial.net/,Journal.csv-ISSN
1502,Essays in Biochemistry,0071-1365,1744-1358,http://essays.biochemistry.org/,GoingPub-EISSN
1548,IEEE Transactions on Services Computing,1939-1374,1939-1374,https://www.computer.org/web/tsc,GoingPub-ISSN
1548,ANNALS OF EMERGENCY MEDICINE,0196-0644,1097-6760,http://www.annemergmed.com/,GoingPub-EISSN
1548,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,1538-7933,1538-7836,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1538-7836,GoingPub-EISSN
1548,Social Media + Society,2056-3051,2056-3051,https://journals.sagepub.com/home/sms,GoingPub-ISSN
1548,Journal of Adolescent Health,1054-139X,1879-1972,http://www.journals.elsevier.com/journal-of-adolescent-health/,GoingPub-ISSN
1548,HARMFUL ALGAE,1568-9883,1878-1470,http://www.elsevier.com/wps/find/journaldescription.cws_home/622278/description#description,GoingPub-EISSN
1548,American Economic Journal-Applied Economics,1945-7782,1945-7790,https://www.aeaweb.org/journals/app,Journal.csv-ISSN
1548,Global Finance Journal,1044-0283,1873-5665,https://www.journals.elsevier.com/global-finance-journal,GoingPub-EISSN
1548,Dialogues in Clinical Neuroscience,1294-8322,1958-5969,https://www.tandfonline.com/journals/tdcn20,DOAJ-EISSN
1548,ECONOMIC GEOLOGY,0361-0128,1554-0774,http://econgeol.geoscienceworld.org/,GoingPub-EISSN
1548,TRANSPLANTATION,0041-1337,1534-6080,http://journals.lww.com/transplantjournal/pages/default.aspx,GoingPub-EISSN
1548,Journal of Cardiovascular Computed Tomography,1934-5925,1934-5925,http://www.journalofcardiovascularct.com/,GoingPub-ISSN
1548,ROCK MECHANICS AND ROCK ENGINEERING,0723-2632,1434-453X,https://www.springer.com/603,GoingPub-EISSN
1548,British Accounting Review,0890-8389,1095-8347,https://www.journals.elsevier.com/the-british-accounting-review,GoingPub-EISSN
1548,Molecular Ecology Resources,1755-098X,1755-0998,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-0998,GoingPub-ISSN
1548,PLoS Pathogens,1553-7366,1553-7374,http://journals.plos.org/plospathogens/,GoingPub-EISSN
1548,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,1096-4037,1573-2827,https://www.springer.com/10567,GoingPub-EISSN
1548,BIOMACROMOLECULES,1525-7797,1526-4602,http://pubs.acs.org/journal/bomaf6,GoingPub-EISSN
1548,Green Finance,2643-1092,2643-1092,https://www.aimspress.com/journal/gf,DOAJ-ISSN
1548,JOURNAL OF ENVIRONMENTAL ECONOMICS AND MANAGEMENT,0095-0696,1096-0449,https://www.sciencedirect.com/journal/journal-of-environmental-economics-and-management,Journal.csv-ISSN
1548,Asia Pacific Management Review,1029-3132,1029-3132,https://www.sciencedirect.com/journal/asia-pacific-management-review,Journal.csv-ISSN
1548,Foundations and Trends in Systems and Control,2325-6818,2325-6826,https://www.nowpublishers.com/SYS,Journal.csv-ISSN
1548,Virus Evolution,,2057-1577,https://academic.oup.com/ve,DOAJ-EISSN
1548,Corporate Governance-The International Journal of Business in Society,1472-0701,1758-6054,https://www.emerald.com/insight/publication/issn/1472-0701,Journal.csv-ISSN
1548,International Journal of Retail & Distribution Management,0959-0552,1758-6690,https://www.emerald.com/insight/publication/issn/0959-0552,Journal.csv-ISSN
1548,ELECTROCHIMICA ACTA,0013-4686,1873-3859,http://www.elsevier.com/wps/find/journaldescription.cws_home/205/description#description,GoingPub-EISSN
1548,Biomaterials Advances,,2772-9508,https://www.sciencedirect.com/journal/biomaterials-advances,API-Search (Score: 15)
1548,NEUROCOMPUTING,0925-2312,1872-8286,http://www.elsevier.com/wps/find/journaldescription.cws_home/505628/description,GoingPub-EISSN
1548,Sustainable Chemistry and Pharmacy,,2352-5541,https://www.journals.elsevier.com/sustainable-chemistry-and-pharmacy,GoingPub-EISSN
1548,CHINESE JOURNAL OF CHEMISTRY,1001-604X,1614-7065,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1614-7065,GoingPub-EISSN
1548,Journal of Analysis and Testing,2096-241X,2509-4696,https://link.springer.com/journal/41664,Journal.csv-ISSN
1548,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,0300-8584,1432-1831,https://www.springer.com/430,GoingPub-EISSN
1548,ACS Applied Energy Materials,2574-0962,,http://pubs.acs.org/journal/aaemcq,Sources.tsv-ISSN
1548,Virulence,2150-5594,2150-5608,http://www.tandfonline.com/loi/kvir20#.V6mPzvmeozA,GoingPub-EISSN
1548,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,1040-8428,1879-0461,http://www.croh-online.com/,GoingPub-EISSN
1548,Journal of the Taiwan Institute of Chemical Engineers,1876-1070,1876-1089,http://www.elsevier.com/wps/find/journaldescription.cws_home/715607/description,GoingPub-EISSN
1548,BioChip Journal,1976-0280,2092-7843,https://www.springer.com/13206,GoingPub-EISSN
1548,ACS Biomaterials Science & Engineering,2373-9878,2373-9878,https://pubs.acs.org/journal/abseba,GoingPub-ISSN
1548,Current Psychiatry Reports,1523-3812,1535-1645,https://www.springer.com/11920,GoingPub-EISSN
1548,Nanoscale Research Letters,1931-7573,1556-276X,https://www.springer.com/journal/11671,DOAJ-ISSN
1548,Expert Review of Vaccines,1476-0584,1744-8395,http://www.tandfonline.com/toc/ierv20/current,GoingPub-EISSN
1548,FEBS Journal,1742-464X,1742-4658,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1742-4658,GoingPub-EISSN
1548,Journal of Hazardous Materials Advances,2772-4166,2772-4166,https://www.journals.elsevier.com/journal-of-hazardous-materials-advances,DOAJ-ISSN
1548,Carbon Letters,1976-4251,2233-4998,https://www.springer.com/42823,GoingPub-ISSN
1548,Chemical Engineering Journal Advances,2666-8211,2666-8211,https://www.journals.elsevier.com/chemical-engineering-journal-advances,DOAJ-ISSN
1593,Educational Researcher,0013-189X,1935-102X,https://us.sagepub.com/en-us/nam/journal/educational-researcher,Journal.csv-ISSN
1593,Journal of Computer-Mediated Communication,1083-6101,1083-6101,https://academic.oup.com/jcmc,DOAJ-ISSN
1593,INTERNATIONAL ENDODONTIC JOURNAL,0143-2885,1365-2591,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2591,GoingPub-EISSN
1593,PRECISION AGRICULTURE,1385-2256,1573-1618,https://www.springer.com/11119,GoingPub-EISSN
1593,WORLD DEVELOPMENT,0305-750X,1873-5991,https://www.journals.elsevier.com/world-development,GoingPub-EISSN
1593,Journal of Statistical Software,1548-7660,1548-7660,https://www.jstatsoft.org/index,GoingPub-ISSN
1593,Emergencias,1137-6821,2386-5857,http://emergencias.portalsemes.org/,GoingPub-EISSN
1593,JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,1879-1980,https://www.journals.elsevier.com/journal-of-accounting-and-economics,GoingPub-EISSN
1593,European Heart Journal-Cardiovascular Pharmacotherapy,2055-6837,2055-6845,https://academic.oup.com/ehjcvp,GoingPub-ISSN
1593,JOURNAL OF ADVERTISING,0091-3367,1557-7805,https://www.tandfonline.com/toc/ujoa20/current,GoingPub-EISSN
1593,PHYSIOLOGIA PLANTARUM,0031-9317,1399-3054,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1399-3054,GoingPub-EISSN
1593,Journal of Healthcare Informatics Research,2509-4971,2509-498X,https://link.springer.com/journal/41666,Journal.csv-ISSN
1593,Journal of International Financial Markets Institutions & Money,1042-4431,1873-0612,https://www.journals.elsevier.com/journal-of-international-financial-markets-institutions-and-money,GoingPub-EISSN
1593,Journal of Management Science and Engineering,2096-2320,2589-5532,https://www.keaipublishing.com/en/journals/journal-of-management-science-and-engineering/,DOAJ-ISSN
1593,COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,0895-6111,1879-0771,http://www.elsevier.com/wps/find/journaldescription.cws_home/292/description#description,GoingPub-EISSN
1593,ACM TRANSACTIONS ON INFORMATION SYSTEMS,1046-8188,1558-2868,http://tois.acm.org/,GoingPub-EISSN
1593,APL Photonics,2378-0967,2378-0967,https://aip.scitation.org/journal/app,GoingPub-ISSN
1593,CATENA,0341-8162,1872-6887,http://www.elsevier.com/wps/find/journaldescription.cws_home/524609/description#description,GoingPub-EISSN
1593,Journal of Cystic Fibrosis,1569-1993,1873-5010,http://www.cysticfibrosisjournal.com/,GoingPub-EISSN
1593,JOURNAL OF THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY,0894-7317,,http://www.onlinejase.com/,GoingPub-Name
1593,GLIA,0894-1491,1098-1136,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1098-1136,GoingPub-EISSN
1593,Communications Physics,2399-3650,2399-3650,http://www.nature.com/commsphys,GoingPub-ISSN
1593,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,0962-8436,1471-2970,http://rstb.royalsocietypublishing.org/,GoingPub-EISSN
1593,Propulsion and Power Research,2212-540X,2212-540X,https://www.journals.elsevier.com/propulsion-and-power-research/,GoingPub-ISSN
1593,npj Aging and Mechanisms of Disease,,2056-3973,https://www.nature.com/npjamd/,DOAJ-EISSN
1593,ECOGRAPHY,0906-7590,1600-0587,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0587,GoingPub-EISSN
1593,Human Resource Management Journal,0954-5395,1748-8583,https://onlinelibrary.wiley.com/journal/17488583,Journal.csv-ISSN
1593,Trauma Violence & Abuse,1524-8380,1552-8324,https://journals.sagepub.com/home/tva,Journal.csv-ISSN
1593,JOURNAL OF ECOLOGY,0022-0477,1365-2745,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2745,GoingPub-EISSN
1593,DIABETES OBESITY & METABOLISM,1462-8902,1463-1326,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1463-1326,GoingPub-EISSN
1593,ASTRONOMY & ASTROPHYSICS,0004-6361,1432-0746,http://www.aanda.org/,GoingPub-EISSN
1593,MICROCHIMICA ACTA,0026-3672,1436-5073,https://www.springer.com/604,GoingPub-EISSN
1593,Communications Medicine,2730-664X,2730-664X,https://www.nature.com/commsmed/,DOAJ-ISSN
1593,npj Quantum Materials,,2397-4648,https://www.nature.com/npjquantmats,GoingPub-EISSN
1593,Strategic Entrepreneurship Journal,1932-4391,1932-443X,https://onlinelibrary.wiley.com/journal/1932443x,Journal.csv-ISSN
1593,JMIR mHealth and uHealth,2291-5222,2291-5222,https://mhealth.jmir.org/,GoingPub-ISSN
1593,Stem Cells Translational Medicine,2157-6564,2157-6580,http://stemcellstm.alphamedpress.org/,GoingPub-EISSN
1593,Current Plant Biology,,2214-6628,https://www.sciencedirect.com/journal/current-plant-biology,DOAJ-EISSN
1593,GLOBAL BIOGEOCHEMICAL CYCLES,0886-6236,1944-9224,http://www.agu.org/journals/gb/,GoingPub-EISSN
1593,Environmental Health,,1476-069X,https://ehjournal.biomedcentral.com,GoingPub-EISSN
1593,MOLECULAR CANCER THERAPEUTICS,1535-7163,1538-8514,http://mct.aacrjournals.org/,GoingPub-EISSN
1593,Sensing and Bio-Sensing Research,,2214-1804,https://www.sciencedirect.com/journal/sensing-and-bio-sensing-research,DOAJ-EISSN
1593,INFECTION,0300-8126,1439-0973,https://www.springer.com/15010,GoingPub-ISSN
1593,SURFACE & COATINGS TECHNOLOGY,0257-8972,1879-3347,http://www.elsevier.com/wps/find/journaldescription.cws_home/504101/description,GoingPub-EISSN
1593,CONTROL ENGINEERING PRACTICE,0967-0661,1873-6939,http://www.elsevier.com/wps/find/journaldescription.cws_home/123/description#description,GoingPub-EISSN
1593,COLLOIDS AND SURFACES B-BIOINTERFACES,0927-7765,1873-4367,http://www.elsevier.com/wps/find/journaldescription.cws_home/523888/description,GoingPub-EISSN
1593,BIODRUGS,1173-8804,1179-190X,https://www.springer.com/40259,GoingPub-EISSN
1593,Resources Conservation & Recycling Advances,2667-3789,2667-3789,https://www.journals.elsevier.com/resources-conservation-and-recycling-advances,DOAJ-ISSN
1593,GIANT,2666-5425,2666-5425,https://www.journals.elsevier.com/giant,DOAJ-ISSN
1593,Environmental and Sustainability Indicators,2665-9727,2665-9727,https://www.journals.elsevier.com/environmental-and-sustainability-indicators,DOAJ-ISSN
1593,EXPERT OPINION ON THERAPEUTIC PATENTS,1354-3776,1744-7674,http://www.tandfonline.com/loi/ietp20#.V48csUz9cSQ,GoingPub-EISSN
1593,Smart Energy,2666-9552,2666-9552,https://www.journals.elsevier.com/smart-energy,DOAJ-ISSN
1593,NEUROPSYCHOLOGY REVIEW,1040-7308,1573-6660,https://www.springer.com/11065,GoingPub-EISSN
1593,Journal of Power Sources Advances,,2666-2485,https://www.journals.elsevier.com/journal-of-power-sources-advances,DOAJ-EISSN
1593,APPLIED SPECTROSCOPY REVIEWS,0570-4928,1520-569X,http://www.tandfonline.com/toc/laps20/current,GoingPub-EISSN
1593,CURRENT ALLERGY AND ASTHMA REPORTS,1529-7322,1534-6315,https://www.springer.com/11882,GoingPub-EISSN
1593,Wiley Interdisciplinary Reviews-Energy and Environment,2041-8396,2041-840X,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)2041-840X,GoingPub-EISSN
1650,Asian Economic Papers,1535-3516,1536-0083,https://direct.mit.edu/asep,Journal.csv-ISSN
1650,BRITISH JOURNAL OF GENERAL PRACTICE,0960-1643,1478-5242,http://bjgp.org/,GoingPub-EISSN
1650,IEEE Transactions on Cloud Computing,2168-7161,2168-7161,https://www.computer.org/digital-library/journals/cc/tcc-announcements,GoingPub-ISSN
1650,CHAOS SOLITONS & FRACTALS,0960-0779,1873-2887,http://www.journals.elsevier.com/chaos-solitons-and-fractals/,GoingPub-EISSN
1650,JOURNAL OF HUMAN RESOURCES,0022-166X,1548-8004,https://jhr.uwpress.org/,Journal.csv-ISSN
1650,International Journal of Clinical and Health Psychology,1697-2600,1576-7329,https://www.journals.elsevier.com/international-journal-of-clinical-and-health-psychology/,GoingPub-EISSN
1650,ACADEMIC MEDICINE,1040-2446,1938-808X,http://journals.lww.com/academicmedicine/pages/default.aspx,GoingPub-ISSN
1650,Chinese Journal of Aeronautics,1000-9361,2588-9230,http://211.154.163.73:81/Jweb_hkxb_en/CN/volumn/home.shtml,GoingPub-EISSN
1650,CLIMATE POLICY,1469-3062,1752-7457,https://www.climatepolicyinitiative.org/,Journal.csv-ISSN
1650,International Journal of Pharmaceutics,0378-5173,1873-3476,http://www.elsevier.com/wps/find/journaldescription.cws_home/505513/description,GoingPub-EISSN
1650,Marine Pollution Bulletin,0025-326X,1879-3363,http://www.elsevier.com/wps/find/journaldescription.cws_home/400/description#description,GoingPub-EISSN
1650,JOURNAL OF SMALL BUSINESS MANAGEMENT,0047-2778,1540-627X,https://www.tandfonline.com/toc/ujbm20/current,GoingPub-EISSN
1650,GeroScience,2509-2715,2509-2723,https://www.springer.com/11357,GoingPub-EISSN
1650,Journal of Cosmology and Astroparticle Physics,1475-7516,1475-7516,http://iopscience.iop.org/journal/1475-7516;jsessionid=F8D503DA15B304695987ED5FED6AE690.c1.iopscience.cld.iop.org,GoingPub-ISSN
1650,IEEE Transactions on Green Communications and Networking,2473-2400,2473-2400,https://www.comsoc.org/publications/journals/ieee-tgcn,Journal.csv-ISSN
1650,International Journal of Advertising,0265-0487,1759-3948,https://www.tandfonline.com/toc/rina20/current,GoingPub-EISSN
1650,SCHIZOPHRENIA BULLETIN,0586-7614,1745-1701,https://academic.oup.com/schizophreniabulletin,GoingPub-EISSN
1650,Autism Research,1939-3792,1939-3806,http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1939-3806,GoingPub-EISSN
1650,PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,0278-5846,1878-4216,http://www.journals.elsevier.com/progress-in-neuro-psychopharmacology-and-biological-psychiatry/,GoingPub-EISSN
1650,BIOCHEMICAL PHARMACOLOGY,0006-2952,1873-2968,http://www.elsevier.com/wps/find/journaldescription.cws_home/525454/description#description,GoingPub-EISSN
1650,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES,1071-5819,1095-9300,http://www.elsevier.com/wps/find/journaldescription.cws_home/622846/description#description,GoingPub-EISSN
1650,Journal of Hospitality and Tourism Technology,1757-9880,1757-9899,https://www.emerald.com/insight/publication/issn/1757-9880,Journal.csv-ISSN
1650,MULTIVARIATE BEHAVIORAL RESEARCH,0027-3171,1532-7906,https://www.tandfonline.com/journals/hmbr20,Journal.csv-ISSN
1650,Earth Systems and Environment,2509-9426,2509-9434,https://link.springer.com/journal/41748,Journal.csv-ISSN
1650,SLEEP,0161-8105,1550-9109,https://academic.oup.com/sleep,GoingPub-EISSN
1650,COMPUTERS AND GEOTECHNICS,0266-352X,1873-7633,http://www.elsevier.com/wps/find/journaldescription.cws_home/405893/description#description,GoingPub-EISSN
1650,Chinese Medicine,1749-8546,1749-8546,https://www.springer.com/journal/13020,GoingPub-ISSN
1650,HEADACHE,0017-8748,1526-4610,https://headachejournal.onlinelibrary.wiley.com/,GoingPub-EISSN
1650,EUROPEAN JOURNAL OF ENDOCRINOLOGY,0804-4643,1479-683X,http://www.eje-online.org/,GoingPub-EISSN
1650,JOURNAL OF MANAGEMENT IN ENGINEERING,0742-597X,1943-5479,http://ascelibrary.org/journal/jmenea,GoingPub-ISSN
1650,Molecular Therapy Oncolytics,2372-7705,2372-7705,https://www.cell.com/molecular-therapy-family/oncolytics/latest-content,GoingPub-ISSN
1650,Business & Society,0007-6503,1552-4205,https://journals.sagepub.com/home/BAS,Journal.csv-ISSN
1650,Emerging Contaminants,2405-6650,2405-6642,https://www.keaipublishing.com/en/journals/emerging-contaminants/,DOAJ-ISSN
1650,Food Engineering Reviews,1866-7910,1866-7929,https://www.springer.com/12393,GoingPub-EISSN
1650,ACTA PSYCHIATRICA SCANDINAVICA,0001-690X,1600-0447,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0447,GoingPub-EISSN
1650,Biocybernetics and Biomedical Engineering,0208-5216,0208-5216,http://www.journals.elsevier.com/biocybernetics-and-biomedical-engineering/,GoingPub-ISSN
1650,JOURNAL OF MOLECULAR LIQUIDS,0167-7322,1873-3166,http://www.journals.elsevier.com/journal-of-molecular-liquids/,GoingPub-EISSN
1650,APPLIED CLAY SCIENCE,0169-1317,1872-9053,http://www.elsevier.com/wps/find/journaldescription.cws_home/503322/description#description,GoingPub-EISSN
1650,International Journal of Hydromechatronics,2515-0464,2515-0472,https://www.inderscience.com/jhome.php?jcode=ijhm,Journal.csv-ISSN
1650,General Psychiatry,2096-5923,2517-729X,https://gpsych.bmj.com/,GoingPub-EISSN
1650,CELL BIOLOGY AND TOXICOLOGY,0742-2091,1573-6822,https://www.springer.com/10565,GoingPub-EISSN
1650,Food and Bioprocess Technology,1935-5130,1935-5149,https://www.springer.com/11947,GoingPub-EISSN
1650,WEAR,0043-1648,1873-2577,http://www.elsevier.com/wps/find/journaldescription.cws_home/504107/description#description,GoingPub-EISSN
1650,Cancer Cell International,,1475-2867,http://cancerci.biomedcentral.com,GoingPub-EISSN
1650,IEEE Open Journal of Vehicular Technology,,2644-1330,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8782711,DOAJ-EISSN
1650,PLANT CELL REPORTS,0721-7714,1432-203X,https://www.springer.com/299,GoingPub-EISSN
1650,Journal of Pharmaceutical Investigation,2093-5552,2093-6214,https://link.springer.com/journal/40005,Journal.csv-ISSN
